000030	长城核心优选混合	混合型	6	17.50(1989/3407) 2.03(26/52) 1.79(86/114) -5.60(84/86) 40.79(2/46) 42.28(1/39) 
000031	华夏复兴混合	混合型	8	70.85(109/3407) -27.11(2102/2975) -6.78(2003/2766) -14.46(920/1334) 32.82(466/749) 16.59(403/611) 30.93(69/529) -0.66(378/459) 
000032	易方达信用债债券A	债券型	6	4.69(702/2110) 8.35(109/1542) 0.98(743/1334) 3.04(90/650) 12.75(186/572) 9.71(398/494) 
000033	易方达信用债债券C	债券型	6	4.22(848/2110) 8.28(112/1542) 0.58(801/1334) 2.56(119/650) 12.27(213/572) 9.21(413/494) 
000039	农银高增长混合	混合型	6	44.54(793/3407) -25.55(1996/2975) 9.18(926/2766) -20.52(1089/1334) 61.54(159/749) 30.32(187/611) 
000041	华夏全球股票(QDII)	QDII	8	18.17(123/276) -13.52(148/241) 36.54(16/212) -1.41(100/126) -4.41(65/111) -6.64(86/101) 8.57(31/72) 11.50(25/51) 
000042	中证财通可持续发展100指数A	股票指数	6	31.07(442/730) -16.95(62/571) 20.77(151/489) -8.52(177/433) 11.72(148/266) 48.99(91/233) 
000043	嘉实美国成长股票人民币	QDII	6	29.76(46/276) 1.39(35/241) 15.91(91/212) 10.96(31/126) 6.98(20/111) 6.84(35/101) 
000044	嘉实美国成长股票美元现汇	QDII	6	27.48(63/276) -3.80(84/241) 22.90(62/212) 3.78(79/126) 0.75(44/111) 6.53(37/101) 
000045	工银产业债债券A	债券型	6	10.34(217/2110) 3.35(810/1542) 5.43(65/1334) -0.34(460/650) 15.71(111/572) 22.06(148/494) 
000046	工银产业债债券B	债券型	6	9.98(229/2110) 3.09(823/1542) 4.99(82/1334) -0.68(483/650) 14.98(125/572) 21.64(153/494) 
000047	华夏双债债券A	债券型	6	10.99(194/2110) 2.23(875/1542) 2.01(513/1334) 1.13(277/650) 12.84(180/572) 20.20(178/494) 
000048	华夏双债债券C	债券型	6	10.61(207/2110) 1.99(886/1542) 1.85(560/1334) 0.88(312/650) 12.45(202/572) 19.84(182/494) 
000049	中银标普全球资源等权重指数	QDII-指数	6	15.76(135/276) -7.77(109/241) 10.84(107/212) 47.98(1/126) -23.51(105/111) -12.71(91/101) 
000051	华夏沪深300ETF联接A	联接基金	8	35.85(330/730) -22.60(191/571) 22.62(121/489) -7.98(166/433) 8.88(161/266) 50.64(80/233) -5.00(94/187) 9.47(43/140) 
000053	鹏华永诚一年定开债券	定开债券	6	7.32(42/799) 10.16(12/591) -1.74(964/1334) -7.45(612/650) 11.06(289/572) 36.15(53/494) 
000054	鹏华双债增利债券	债券型	6	9.43(265/2110) 3.51(797/1542) 1.63(617/1334) 4.47(32/650) 10.51(318/572) 13.93(299/494) 
000055	广发纳斯达克100美元现汇A	QDII-指数	4	38.70(13/276) -1.97(67/241) 30.67(25/212) 3.79(78/126) 
000056	建信消费升级混合	混合型	6	49.25(602/3407) -25.57(2001/2975) 19.28(403/2766) -3.74(622/1334) 37.37(418/749) 24.82(277/611) 
000057	中银消费主题混合	混合型	6	33.45(1314/3407) -26.58(2080/2975) 22.67(317/2766) -28.40(1253/1334) 31.41(489/749) 29.76(196/611) 
000058	国联安安泰灵活配置混合	混合型	6	18.02(1949/3407) 3.43(13/52) 0.98(101/114) -7.25(85/86) 16.99(25/46) 11.33(34/39) 
000059	国联安中证医药100A	股票指数	6	28.76(479/730) -25.69(307/571) 0.79(388/489) -14.22(266/433) 51.59(17/266) 13.30(208/233) 
000061	华夏盛世混合	混合型	8	39.70(1047/3407) -39.40(2449/2975) -16.22(2069/2766) -14.38(918/1334) 31.85(475/749) 23.89(285/611) -1.84(486/529) 11.29(70/459) 
000063	长盛电子信息主题灵活配置混合	混合型	6	27.28(1563/3407) -36.45(2421/2975) 3.79(1570/2766) -29.08(1270/1334) 155.40(4/749) 6.33(550/611) 
000064	大摩18个月定开债	定开债券	6	6.05(90/799) 9.30(25/591) 2.74(66/473) 5.28(9/187) 9.50(82/148) 19.17(10/116) 
000065	国富焦点驱动混合	混合型	6	15.61(2082/3407) -2.69(652/2975) 9.53(889/2766) 3.91(189/1334) 9.17(696/749) 35.27(121/611) 
000066	诺安鸿鑫混合	混合型	6	12.78(2232/3407) 3.64(10/52) 3.67(29/114) -1.41(68/86) 23.12(12/46) 20.21(9/39) 
000067	民生加银转债优选A	债券型	6	24.92(42/2110) -7.81(1160/1542) -3.40(1015/1334) -19.91(640/650) -21.49(564/572) 61.76(23/494) 
000068	民生加银转债优选C	债券型	6	24.58(44/2110) -8.19(1167/1542) -3.72(1021/1334) -20.19(642/650) -21.70(565/572) 61.20(24/494) 
000069	国投瑞银中高等级债券A	债券型	6	6.06(471/2110) 6.13(493/1542) 1.72(591/1334) 1.44(236/650) 10.65(312/572) 16.21(243/494) 
000070	国投瑞银中高等级债券C	债券型	6	5.69(509/2110) 5.86(535/1542) 1.34(686/1334) 1.16(270/650) 10.26(334/572) 15.80(254/494) 
000071	华夏恒生ETF联接A	QDII-指数	7	12.24(163/276) -8.93(128/241) 28.64(39/212) 10.54(34/126) 1.03(42/111) 3.89(47/101) -0.10(43/72) 
000072	华安稳健回报混合	混合型	6	3.87(2814/3407) 2.51(20/52) 2.98(47/114) -2.72(78/86) 42.55(1/46) 29.54(2/39) 
000073	上投摩根成长动力混合	混合型	6	65.12(181/3407) -35.42(2403/2975) 33.46(106/2766) -32.06(1298/1334) 55.98(217/749) -1.12(596/611) 
000074	工银信用纯债一年定开债A	定开债券	6	5.00(191/799) 9.48(22/591) 0.93(238/473) 1.42(110/187) 12.11(45/148) 10.99(69/116) 
000075	华夏恒生ETF联接现汇	QDII-指数	7	10.40(179/276) -13.28(144/241) 36.55(15/212) 3.49(83/126) -4.81(69/111) 3.50(48/101) 2.99(39/72) 
000077	工银信用纯债一年定开债C	定开债券	6	4.61(262/799) 9.03(29/591) 0.39(268/473) 1.12(124/187) 11.67(50/148) 10.42(79/116) 
000078	工银信用纯债两年定开债A	定开债券	6	5.29(149/799) 8.43(52/591) -1.41(322/473) 2.47(68/187) 7.12(116/148) 8.19(99/116) 
000079	工银信用纯债两年定开债C	定开债券	6	4.84(221/799) 7.97(74/591) -1.68(327/473) 1.98(88/187) 6.89(119/148) 7.72(103/116) 
000080	天治可转债增强债券A	债券型	6	28.90(30/2110) -3.02(1074/1542) -3.28(1013/1334) -18.89(635/650) 8.24(422/572) 38.28(50/494) 
000081	天治可转债增强债券C	债券型	6	28.52(31/2110) -3.53(1091/1542) -3.58(1019/1334) -19.25(636/650) 8.14(430/572) 37.72(51/494) 
000082	嘉实研究阿尔法股票	股票型	6	44.54(318/1428) -22.41(275/1080) 25.53(148/878) -7.07(188/585) 31.73(114/386) 39.96(128/261) 
000083	汇添富消费行业混合	混合型	6	72.84(86/3407) -18.39(1406/2975) 49.89(28/2766) -11.61(838/1334) 81.97(51/749) 22.21(305/611) 
000084	博时安盈债券A	债券型	6	3.70(1106/2110) 5.94(520/1542) 2.07(495/1334) 2.02(166/650) 6.54(476/572) 3.55(485/494) 
000085	博时安盈债券C	债券型	6	3.39(1250/2110) 5.50(596/1542) 1.73(587/1334) 1.57(219/650) 6.07(484/572) 3.17(488/494) 
000086	南方稳利1年定开债A	定开债券	6	5.25(154/799) 4.35(317/591) -0.10(288/473) 2.16(81/187) 9.71(76/148) 10.78(72/116) 
000087	嘉实中证金边国债ETF联接A	联接基金	6	-0.83(1515/2110) 1.99(887/1542) -4.75(1041/1334) 0.33(390/650) 4.18(522/572) 7.46(454/494) 
000088	嘉实中证金边国债ETF联接C	联接基金	6	-0.54(1509/2110) 1.80(897/1542) -4.74(1040/1334) 0.22(402/650) 4.38(519/572) 7.14(459/494) 
000103	国泰中国企业境外高收益债	QDII	6	9.10(190/276) 2.88(24/241) -2.23(163/212) 14.92(15/126) 14.22(9/111) 1.08(55/101) 
000104	华宸未来稳健添利债券A	债券型	6	5.25(576/2110) -2.21(1048/1542) 0.19(840/1334) 3.25(77/650) 0.86(540/572) 25.64(105/494) 
000105	建信安心回报债券A	定开债券	6	4.87(210/799) 6.27(225/591) 1.27(214/473) 0.34(145/187) 7.68(111/148) 8.64(96/116) 
000106	建信安心回报债券C	定开债券	6	4.50(290/799) 5.87(248/591) 0.95(237/473) 0.00(153/187) 7.28(115/148) 7.96(101/116) 
000107	富国稳健增强债券A/B	债券型	6	9.91(233/2110) 3.85(777/1542) 3.26(232/1334) 2.82(106/650) 11.99(227/572) 17.60(218/494) 
000109	富国稳健增强债券C	债券型	6	9.54(256/2110) 3.39(807/1542) 2.87(311/1334) 2.44(126/650) 11.34(260/572) 17.13(223/494) 
000110	金鹰元安混合A	混合型	6	16.46(2038/3407) 1.87(296/2975) 0.79(1804/2766) -0.24(52/86) 15.82(30/46) 12.94(30/39) 
000111	易方达纯债1年定开债A	定开债券	6	4.68(251/799) 7.18(138/591) 3.25(29/473) 2.17(79/187) 9.99(71/148) 8.85(93/116) 
000112	易方达纯债1年定开债C	定开债券	6	4.29(330/799) 6.95(170/591) 2.90(57/473) 1.80(97/187) 9.53(80/148) 8.55(98/116) 
000113	嘉实如意宝定期债券A/B	定开债券	6	3.78(428/799) 7.10(149/591) 1.39(204/473) 0.26(150/187) 10.71(61/148) 11.81(56/116) 
000115	嘉实如意宝定期债券C	定开债券	6	3.35(482/799) 6.73(187/591) 1.02(231/473) -0.17(160/187) 10.24(68/148) 11.43(62/116) 
000116	嘉实丰益纯债定期债券	定开债券	6	4.51(284/799) 6.55(205/591) 2.17(123/473) 1.20(118/187) 9.26(87/148) 9.74(84/116) 
000117	广发轮动配置混合	混合型	6	59.71(287/3407) -28.89(2199/2975) 12.89(671/2766) -13.23(880/1334) 73.39(76/749) 1.10(586/611) 
000118	广发聚鑫债券A	债券型	6	29.56(23/2110) -5.28(1121/1542) 2.37(424/1334) -5.43(593/650) 30.23(5/572) 39.18(47/494) 
000119	广发聚鑫债券C	债券型	6	29.41(25/2110) -5.73(1130/1542) 2.03(501/1334) -5.84(598/650) 30.58(4/572) 38.88(49/494) 
000120	中银美丽中国混合	混合型	6	38.08(1118/3407) -22.12(1698/2975) 12.39(691/2766) -19.01(1045/1334) 38.48(405/749) 11.47(485/611) 
000121	华夏永福混合A	混合型	6	21.97(1769/3407) -5.21(766/2975) 7.05(1185/2766) 2.97(263/1334) 18.14(617/749) 21.55(321/611) 
000122	汇添富实业债债券A	债券型	6	7.16(379/2110) 1.19(927/1542) 1.77(577/1334) 1.17(269/650) 9.69(352/572) 21.63(154/494) 
000123	汇添富实业债债券C	债券型	6	6.81(410/2110) 0.66(944/1542) 1.24(701/1334) 0.92(306/650) 9.22(379/572) 21.00(162/494) 
000124	华宝服务优选混合	混合型	6	45.64(747/3407) -23.34(1816/2975) 5.71(1368/2766) -28.83(1267/1334) 122.70(8/749) 11.02(493/611) 
000126	招商安润混合	混合型	6	33.90(1299/3407) 0.59(41/52) 1.59(92/114) -4.73(82/86) 24.30(10/46) 19.67(12/39) 
000127	农银行业领先混合	混合型	6	41.09(976/3407) -17.55(1330/2975) 25.40(253/2766) -7.76(717/1334) 49.28(288/749) 43.53(71/611) 
000128	大成景安短融债券A	债券型	6	2.96(1378/2110) 4.61(698/1542) 4.94(83/1334) 1.44(234/650) 6.97(472/572) 7.81(446/494) 
000129	大成景安短融债券B	债券型	6	3.26(1303/2110) 4.92(666/1542) 5.24(71/1334) 1.81(186/650) 7.30(463/572) 8.30(430/494) 
000130	大成景兴信用债债券A	债券型	6	4.12(888/2110) 10.10(39/1542) 1.72(593/1334) 0.20(403/650) 12.82(181/572) 27.97(90/494) 
000131	大成景兴信用债债券C	债券型	6	3.70(1100/2110) 9.67(48/1542) 1.38(678/1334) -0.17(447/650) 12.66(192/572) 27.54(92/494) 
000136	民生加银策略精选混合	混合型	6	46.51(710/3407) -14.79(1139/2975) 11.69(737/2766) -9.19(755/1334) 108.69(12/749) 22.61(301/611) 
000137	民生加银岁岁增利债券A	定开债券	6	5.40(136/799) 10.04(13/591) 2.12(133/473) 2.56(63/187) 11.64(51/148) 11.00(68/116) 
000138	民生加银岁岁增利债券C	定开债券	6	4.98(196/799) 9.62(19/591) 1.74(172/473) 2.19(78/187) 11.10(56/148) 10.52(77/116) 
000139	富国国有企业债债券A/B	债券型	6	3.61(1148/2110) 5.62(573/1542) 2.72(337/1334) 2.00(168/650) 7.85(445/572) 10.22(383/494) 
000141	富国国有企业债债券C	债券型	6	3.16(1327/2110) 5.23(626/1542) 2.32(436/1334) 1.60(215/650) 7.46(458/572) 9.72(396/494) 
000142	融通增强收益债券A	债券型	6	7.96(339/2110) 1.28(34/52) 2.32(66/114) 0.10(44/86) 6.42(43/46) 16.68(20/39) 
000143	鹏华双债加利债券	债券型	6	11.13(187/2110) 1.78(899/1542) 2.56(374/1334) 1.03(295/650) 17.36(87/572) 14.01(297/494) 
000147	易方达高等级信用债债券A	债券型	6	5.38(554/2110) 8.42(101/1542) 2.31(440/1334) -0.18(448/650) 9.30(372/572) 10.23(382/494) 
000148	易方达高等级信用债债券C	债券型	6	5.12(595/2110) 10.09(40/1542) 1.99(518/1334) -0.54(473/650) 8.61(405/572) 9.85(393/494) 
000149	华安双债添利债券A	债券型	6	4.66(712/2110) 6.29(458/1542) 1.89(545/1334) 0.77(329/650) 14.09(148/572) 25.82(103/494) 
000150	华安双债添利债券C	债券型	6	4.32(815/2110) 5.83(539/1542) 1.48(658/1334) 0.26(399/650) 13.75(156/572) 26.18(100/494) 
000152	大成景旭纯债债券A	债券型	6	3.68(1115/2110) 6.05(507/1542) 2.06(498/1334) 2.41(127/650) 11.10(284/572) 12.60(326/494) 
000153	大成景旭纯债债券C	债券型	6	3.40(1248/2110) 5.49(599/1542) 1.61(621/1334) 1.97(172/650) 11.08(286/572) 12.12(338/494) 
000165	国投瑞银策略精选混合	混合型	6	29.87(1458/3407) -7.78(873/2975) 7.98(1067/2766) 2.19(363/1334) 66.92(122/749) 27.93(234/611) 
000166	中海信息产业精选混合	混合型	6	49.69(587/3407) -12.30(1032/2975) 3.26(1620/2766) -0.40(55/86) 25.81(9/46) 11.43(33/39) 
000167	广发聚优灵活配置混合A	混合型	6	69.68(125/3407) -26.43(2061/2975) 35.14(88/2766) -29.24(1272/1334) 42.14(374/749) 21.42(325/611) 
000171	易方达裕丰回报债券	债券型	6	11.76(173/2110) 4.32(731/1542) 8.56(21/1334) 0.91(309/650) 22.23(36/572) 21.28(157/494) 
000172	华泰柏瑞量化增强混合A	混合型	6	33.52(1308/3407) -22.52(1735/2975) 22.13(329/2766) -1.36(553/1334) 24.88(556/749) 70.42(6/611) 
000173	汇添富美丽30混合	混合型	6	39.59(1054/3407) -23.66(1851/2975) 33.53(104/2766) -19.04(1047/1334) 57.73(207/749) 36.62(105/611) 
000174	汇添富高息债债券A	债券型	6	7.44(365/2110) 3.08(824/1542) 1.68(605/1334) 0.51(361/650) 10.85(302/572) 23.46(128/494) 
000175	汇添富高息债债券C	债券型	6	7.02(396/2110) -0.15(978/1542) 1.41(671/1334) 0.08(418/650) 10.37(326/572) 22.94(135/494) 
000176	嘉实沪深300指数研究增强	股票指数	5	39.96(224/730) -22.09(174/571) 29.52(48/489) -7.41(148/433) 13.23(144/266) 
000179	广发美国房地产指数	QDII-指数	6	23.33(90/276) -1.72(62/241) -3.04(168/212) 12.94(24/126) 6.30(27/111) 26.82(2/101) 
000180	广发美国房地产指数现汇	QDII-指数	6	21.62(99/276) -6.66(104/241) 2.95(136/212) 5.75(68/126) 0.15(48/111) 26.42(3/101) 
000181	景顺长城四季金利债券A	债券型	6	5.28(572/2110) 2.87(837/1542) 4.75(93/1334) -0.27(454/650) 9.67(354/572) 12.24(336/494) 
000182	景顺长城四季金利债券C	债券型	6	4.92(635/2110) 2.46(857/1542) 4.34(120/1334) -0.63(480/650) 9.29(373/572) 11.94(340/494) 
000183	嘉实丰益策略定期债券	定开债券	6	4.41(305/799) 3.76(339/591) 0.08(282/473) 3.82(31/187) 7.85(107/148) 11.43(61/116) 
000184	工银添福债券A	债券型	6	1.49(1471/2110) -2.72(1067/1542) 1.71(596/1334) -0.97(498/650) 14.31(140/572) 43.98(34/494) 
000185	工银添福债券B	债券型	6	1.15(1479/2110) -0.92(1003/1542) 1.30(691/1334) -1.35(518/650) 13.64(160/572) 43.13(38/494) 
000186	华泰柏瑞季季红债券	债券型	6	4.19(862/2110) 10.72(29/1542) 3.11(268/1334) -0.04(430/650) 9.18(381/572) 10.33(380/494) 
000187	华泰柏瑞丰盛纯债债券A	债券型	6	3.31(1284/2110) 10.29(35/1542) 3.28(228/1334) 0.17(409/650) 9.61(358/572) 8.37(429/494) 
000188	华泰柏瑞丰盛纯债债券C	债券型	6	2.87(1393/2110) 9.83(44/1542) 2.86(313/1334) -0.41(463/650) 9.77(348/572) 7.88(442/494) 
000189	易方达丰华债券A	债券型	3	10.41(215/2110) 0.88(37/52) 6.81(6/114) 
000190	中银新回报灵活配置混合	混合型	6	13.44(2189/3407) 0.74(387/2975) 12.17(703/2766) 2.19(364/1334) 15.90(632/749) 22.21(306/611) 
000191	富国信用债债券A/B	债券型	6	5.66(510/2110) 7.75(178/1542) 1.70(598/1334) 2.74(107/650) 8.65(404/572) 11.69(344/494) 
000192	富国信用债债券C	债券型	6	5.17(588/2110) 7.44(234/1542) 1.20(708/1334) 2.34(131/650) 8.17(425/572) 11.31(353/494) 
000194	银华信用四季红债券A	债券型	6	4.55(749/2110) 7.07(308/1542) 1.08(730/1334) 2.73(109/650) 12.76(185/572) 16.15(246/494) 
000195	工银成长收益混合A	混合型	6	12.59(2247/3407) 4.24(6/52) 2.01(76/114) -0.01(48/86) 14.10(31/46) 18.40(14/39) 
000196	工银成长收益混合B	混合型	6	11.84(2295/3407) 3.49(12/52) 1.41(95/114) -0.61(60/86) 13.30(32/46) 17.65(18/39) 
000197	富国目标收益一年期纯债债券	定开债券	6	4.29(331/799) 6.62(197/591) 3.11(39/473) 2.24(77/187) 7.84(109/148) 8.65(95/116) 
000198	天弘余额宝货币	货币型	6	2.36(506/660) 3.45(444/645) 3.91(220/660) 2.51(267/535) 3.67(154/301) 4.82(62/161) 
000199	国泰量化策略收益混合	混合型	6	29.23(1483/3407) -26.38(2060/2975) 3.46(1604/2766) -9.47(767/1334) 52.15(256/749) 15.10(427/611) 
000200	博时岁岁增利一年定开债	定开债券	6	6.12(85/799) 7.08(152/591) -1.17(317/473) 0.60(140/187) 15.20(12/148) 10.61(74/116) 
000201	诺安泰鑫一年定开债A	定开债券	5	8.34(57/591) 2.09(138/473) 1.29(116/187) 8.27(104/148) 9.17(91/116) 
000203	国富日日收益货币A	货币型	6	2.21(578/660) 3.20(561/645) 3.52(458/660) 2.38(329/535) 3.53(195/301) 4.71(81/161) 
000204	国富日日收益货币B	货币型	6	2.45(427/660) 3.45(439/645) 3.77(327/660) 2.63(191/535) 3.85(99/301) 4.96(40/161) 
000205	易方达投资级信用债债券A	债券型	6	5.05(609/2110) 6.85(342/1542) 1.75(583/1334) 0.74(335/650) 14.33(138/572) 11.19(360/494) 
000206	易方达投资级信用债债券C	债券型	6	4.77(673/2110) 6.85(341/1542) 1.56(634/1334) 0.47(368/650) 13.72(157/572) 11.20(358/494) 
000207	建信双债增强债券A	债券型	6	8.05(337/2110) -6.68(1144/1542) -2.65(993/1334) -0.08(439/650) 9.49(363/572) 12.89(319/494) 
000208	建信双债增强债券C	债券型	6	7.77(351/2110) -7.05(1150/1542) -3.01(1004/1334) -0.57(475/650) 9.20(380/572) 12.42(329/494) 
000209	信诚新兴产业混合	混合型	6	42.03(933/3407) -30.47(2270/2975) -12.70(2042/2766) -28.06(1250/1334) 54.92(229/749) 49.30(46/611) 
000210	光大现金宝货币A	货币型	6	2.26(556/660) 3.36(495/645) 3.68(379/660) 2.40(321/535) 3.62(172/301) 4.17(138/161) 
000211	光大现金宝货币B	货币型	6	2.50(374/660) 3.61(325/645) 3.93(205/660) 2.65(182/535) 3.87(91/301) 4.42(115/161) 
000212	泰信鑫益定期开放A	定开债券	5	3.57(455/799) 6.26(226/591) 1.05(229/473) 1.15(121/187) 9.59(78/148) 
000213	泰信鑫益定期开放C	定开债券	5	3.16(500/799) 5.83(251/591) 0.67(257/473) 0.67(135/187) 9.15(90/148) 
000214	广发成长优选混合	混合型	6	12.34(2261/3407) -7.65(869/2975) 13.38(642/2766) -0.67(528/1334) 22.34(577/749) 9.44(507/611) 
000215	广发趋势优选灵活配置混合A	混合型	6	11.16(2342/3407) 2.26(255/2975) 13.75(616/2766) 6.66(85/1334) 28.87(512/749) 5.45(552/611) 
000216	华安黄金易ETF联接A	联接基金	6	19.13(1893/3407) 3.49(157/2975) 2.84(1659/2766) 17.47(7/12) -6.79(3/8) 1.93(3/5) 
000217	华安黄金易ETF联接C	联接基金	6	19.20(1888/3407) 3.56(152/2975) 2.55(1684/2766) 17.49(12/1334) -6.71(741/749) 1.59(583/611) 
000218	国泰黄金ETF联接A	联接基金	3	18.88(1906/3407) 3.23(170/2975) 2.94(1651/2766) 
000219	博时裕益混合	混合型	6	48.69(621/3407) -14.63(1132/2975) 8.33(1025/2766) -31.23(1289/1334) 60.26(172/749) 31.57(170/611) 
000220	富国医疗保健行业混合	混合型	6	58.53(317/3407) -3.94(707/2975) -0.89(1872/2766) -24.91(1189/1334) 72.20(86/749) 32.28(164/611) 
000221	汇添富年年利定开债A	定开债券	6	7.74(31/799) 0.17(395/591) 0.78(251/473) 3.77(32/187) 9.53(79/148) 7.59(104/116) 
000222	汇添富年年利定开债C	定开债券	6	7.31(43/799) -0.17(398/591) 0.21(273/473) 3.46(39/187) 9.02(92/148) 7.21(107/116) 
000225	长盛年年收益定期债券A	定开债券	6	4.20(349/799) -0.32(401/591) 2.36(105/473) -0.65(165/187) 7.76(110/148) 14.02(35/116) 
000226	长盛年年收益定期债券C	定开债券	6	3.91(401/799) -0.56(402/591) 1.97(149/473) -0.90(171/187) 7.44(113/148) 13.73(39/116) 
000227	华安年年红债券A	定开债券	6	7.13(49/799) 6.95(172/591) 2.90(55/473) 1.53(105/187) 6.18(127/148) 18.31(14/116) 
000235	诺安稳固收益一年定开债	定开债券	6	3.39(475/799) 7.95(76/591) 2.71(68/473) 0.00(155/187) 7.36(114/148) 7.12(108/116) 
000236	工银月月薪定期支付债券A	债券型	6	7.86(344/2110) -0.87(1001/1542) 4.67(99/1334) -1.24(512/650) 14.78(129/572) 26.37(97/494) 
000239	华安年年盈定开债A	定开债券	4	8.48(20/799) 6.99(165/591) -1.22(318/473) -1.68(176/187) 
000240	华安年年盈定开债C	定开债券	4	8.13(23/799) 6.69(190/591) -1.54(324/473) -2.01(177/187) 
000241	宝盈核心优势混合C	混合型	6	67.78(144/3407) -24.34(1903/2975) -1.44(1894/2766) -22.31(1137/1334) 26.16(538/749) 77.93(3/611) 
000242	景顺长城策略精选灵活配置混合	混合型	6	44.03(824/3407) -20.21(1536/2975) 7.86(1085/2766) 0.36(490/1334) 46.44(320/749) -1.19(597/611) 
000244	天弘稳利定期开放A	定开债券	6	5.76(105/799) 9.21(27/591) 1.13(222/473) 1.97(89/187) 13.62(25/148) 10.01(82/116) 
000245	天弘稳利定期开放B	定开债券	6	5.37(139/799) 8.80(39/591) 0.69(255/473) 1.57(104/187) 13.19(34/148) 9.61(87/116) 
000246	博时月月薪定期支付债券	定开债券	6	7.11(50/799) 8.56(42/591) -2.08(330/473) 3.24(43/187) 15.08(13/148) 14.82(29/116) 
000248	汇添富中证主要消费ETF联接	联接基金	4	62.32(15/730) -20.61(138/571) 55.65(6/489) 1.91(22/433) 
000251	工银金融地产混合	混合型	6	41.29(970/3407) -14.54(1125/2975) 26.32(234/2766) -7.65(716/1334) 21.69(580/749) 102.49(1/611) 
000252	景顺长城景兴信用纯债债券A	债券型	6	3.19(1322/2110) 3.36(809/1542) 1.83(566/1334) 1.05(292/650) 12.49(201/572) 9.84(394/494) 
000253	景顺长城景兴信用纯债债券C	债券型	6	2.60(1430/2110) 3.03(828/1542) 1.45(663/1334) 0.57(352/650) 12.22(214/572) 9.15(414/494) 
000254	长城定开债A	定开债券	6	2.43(524/799) 4.25(321/591) 0.93(239/473) 5.89(7/187) 9.84(73/148) 15.89(22/116) 
000255	长城定开债C	定开债券	6	2.02(529/799) 3.80(338/591) 0.56(261/473) 5.51(8/187) 9.51(81/148) 15.40(24/116) 
000256	上投摩根红利回报混合A	混合型	6	9.53(2477/3407) -6.64(823/2975) 5.47(1394/2766) 3.56(218/1334) 6.92(715/749) 18.70(367/611) 
000259	农银区间收益混合	混合型	6	44.42(803/3407) -23.63(1848/2975) 22.91(312/2766) -6.92(700/1334) 76.81(66/749) 12.13(471/611) 
